source,confidence,target,weight
STAT1,B,IFNGR1,0.5
TFAP2C,B,ANKRD11,0.5
TFAP2C,B,ANO6,0.5
TFAP2C,B,APBB2,0.5
TFAP2C,B,ARFGEF2,0.5
TFAP2C,B,ARHGAP22,0.5
TFAP2C,B,ARHGAP26,0.5
TFAP2C,B,ARHGEF10L,0.5
TFAP2C,B,ARHGEF3,0.5
TFAP2C,B,ARHGEF4,0.5
TFAP2C,B,ATP2B2,0.5
STAT1,B,HNRNPR,0.5
TFAP2C,B,ASCC2,0.5
STAT1,B,HOOK2,0.5
STAT1,B,HPCAL1,0.5
TFAP2C,B,ASAP2,0.5
TFAP2C,B,CABLES1,0.5
TFAP2C,B,ASAP1,0.5
TFAP2C,B,ARRB1,0.5
TFAP2C,B,ARID5B,0.5
STAT1,B,IDO2,0.5
STAT1,B,IER5,0.5
STAT1,B,IFI27,0.5
TFAP2C,B,ARID1B,0.5
TFAP2C,B,ARSG,0.5
TFAP2C,B,AHDC1,0.5
STAT1,B,GPR132,0.5
TFAP2C,B,CACNA1A,0.5
TFAP2C,B,CDK5RAP2,0.5
STAT1,B,FCHSD2,0.5
TFAP2C,B,CDK6,0.5
TFAP2C,B,CDYL,0.5
TFAP2C,B,CELSR1,0.5
TFAP2C,B,CEP112,0.5
STAT1,B,FAM78A,0.5
STAT1,B,ETV6,0.5
STAT1,B,ERN1,0.5
TFAP2C,B,CFAP46,0.5
STAT1,B,ERGIC1,0.5
TFAP2C,B,CHCHD6,0.5
STAT1,B,ERCC1,0.5
TFAP2C,B,CHN2,0.5
TFAP2C,B,CDHR3,0.5
TFAP2C,B,CHST15,0.5
STAT1,B,EPB41L3,0.5
STAT1,B,ENPP2,0.5
TFAP2C,B,CLEC16A,0.5
STAT1,B,EMC2,0.5
TFAP2C,B,CLIP2,0.5
STAT1,B,ELMO1,0.5
STAT1,B,ELL,0.5
TFAP2C,B,CLMN,0.5
STAT1,B,ELF1,0.5
STAT1,B,EIF4E,0.5
TFAP2C,B,CNIH3,0.5
TFAP2C,B,COBL,0.5
TFAP2C,B,COL22A1,0.5
STAT1,B,EHD1,0.5
STAT1,B,ERC2,0.5
STAT1,B,FGGY,0.5
STAT1,B,FHAD1,0.5
STAT1,B,FKBP5,0.5
STAT1,B,GPD2,0.5
STAT1,B,GPCPD1,0.5
STAT1,B,GNAI2,0.5
TFAP2C,B,CACNA1C,0.5
STAT1,B,GNA12,0.5
STAT1,B,GM2A,0.5
TFAP2C,B,CACNA1D,0.5
STAT1,B,GLIS3,0.5
STAT1,B,GLIPR2,0.5
STAT1,B,GCNT2,0.5
TFAP2C,B,CACNA1I,0.5
TFAP2C,B,CAMK2B,0.5
STAT1,B,GAS7,0.5
STAT1,B,GAB2,0.5
TFAP2C,B,CAPN2,0.5
STAT1,B,FYN,0.5
STAT1,B,FYB1,0.5
TFAP2C,B,CDH23,0.5
STAT1,B,FNBP1,0.5
STAT1,B,FNDC3B,0.5
STAT1,B,FNIP2,0.5
STAT1,B,FOXK1,0.5
STAT1,B,FOXN3,0.5
STAT1,B,GPR107,0.5
TFAP2C,B,CDH22,0.5
TFAP2C,B,CCDC85C,0.5
TFAP2C,B,CCDC57,0.5
TFAP2C,B,CASZ1,0.5
STAT1,B,FOXO3,0.5
TFAP2C,B,CAPN8,0.5
STAT1,B,FRMD4B,0.5
TFAP2C,B,CCDC88C,0.5
TFAP2C,B,AGPAT3,0.5
TFAP2C,B,AGAP1,0.5
TFAP2C,B,AFAP1,0.5
TEAD1,B,ITGA1,0.5
TEAD1,B,OSBPL9,0.5
TEAD1,B,SORBS2,0.5
TEAD1,B,TACC1,0.5
TEAD2,B,CCND2,0.5
TEAD2,B,RIN3,0.5
STAT1,B,NCOA7,0.5
STAT1,B,NCF2,0.5
STAT1,B,NABP1,0.5
STAT1,B,N4BP1,0.5
TFAP2A,B,GCLC,0.5
STAT1,B,MYOF,0.5
TFAP2A,B,HK2,0.5
STAT1,B,MYO9B,0.5
TEAD1,B,GTDC1,0.5
STAT1,B,MYO18A,0.5
TFAP2A,B,HSPB1,0.5
STAT1,B,MTSS1,0.5
TFAP2A,B,IGF1R,0.5
STAT1,B,MSN,0.5
STAT1,B,MRTFA,0.5
STAT1,B,MPZL1,0.5
STAT1,B,MNT,0.5
TFAP2A,B,ITPR1,0.5
STAT1,B,MIDEAS,0.5
STAT1,B,MGRN1,0.5
STAT1,B,MGLL,0.5
STAT1,B,MGAT1,0.5
STAT1,B,METTL9,0.5
TFAP2A,B,JUP,0.5
STAT1,B,MYH9,0.5
STAT1,B,NCOR2,0.5
TEAD1,B,AMOTL2,0.5
TEAD1,B,ADGRL2,0.5
STAT1,B,PLCB1,0.5
STAT1,B,PLB1,0.5
STAT1,B,PLAC8,0.5
STAT1,B,PKIG,0.5
STAT1,B,PIP4K2A,0.5
TCF7,B,TCF3,0.5
STAT1,B,PIK3R5,0.5
STAT1,B,PIK3AP1,0.5
STAT1,B,PHACTR2,0.5
STAT1,B,PGS1,0.5
STAT1,B,PFKFB3,0.5
STAT1,B,PDE4D,0.5
STAT1,B,PDE4B,0.5
STAT1,B,PACSIN2,0.5
STAT1,B,P2RY6,0.5
STAT1,B,OSBPL3,0.5
STAT1,B,NRP2,0.5
TCF7L2,B,WWC1,0.5
TCF7L2,B,TGIF1,0.5
STAT1,B,NEDD4L,0.5
STAT1,B,NEDD9,0.5
STAT1,B,NEK6,0.5
STAT1,B,NFE2L2,0.5
STAT1,B,MEF2D,0.5
STAT1,B,NFKB1,0.5
STAT1,B,NIBAN1,0.5
STAT1,B,NIBAN2,0.5
STAT1,B,NLRC5,0.5
STAT1,B,NLRP3,0.5
STAT1,B,NR4A2,0.5
STAT1,B,NRP1,0.5
STAT1,B,NFKBIZ,0.5
STAT1,B,MED15,0.5
STAT1,B,MCTP1,0.5
STAT1,B,MCF2L2,0.5
TFAP2A,B,PPL,0.5
STAT1,B,KLF6,0.5
STAT1,B,KDM6B,0.5
STAT1,B,KCNMA1,0.5
STAT1,B,KCNJ15,0.5
TFAP2A,B,RAD51B,0.5
STAT1,B,JMJD1C,0.5
STAT1,B,JADE2,0.5
STAT1,B,ITPR1,0.5
STAT1,B,ITGB2,0.5
TFAP2A,B,SLC25A21,0.5
STAT1,B,IQSEC1,0.5
STAT1,B,IQGAP2,0.5
STAT1,B,IPCEF1,0.5
STAT1,B,INPP5D,0.5
STAT1,B,INPP4A,0.5
STAT1,B,IL7R,0.5
TFAP2C,B,ADORA1,0.5
TFAP2C,B,ADGRB1,0.5
TFAP2C,B,ADCY5,0.5
TFAP2C,B,ADAMTS17,0.5
STAT1,B,IL15,0.5
STAT1,B,IL16,0.5
STAT1,B,KLF7,0.5
TFAP2C,B,ACTN4,0.5
TFAP2C,B,ABLIM2,0.5
TFAP2C,B,ABCG1,0.5
TFAP2C,B,ABCA4,0.5
STAT1,B,IL21R,0.5
STAT1,B,IL4R,0.5
STAT1,B,IL6R,0.5
TFAP2C,B,ACOT7,0.5
TFAP2C,B,COL23A1,0.5
STAT1,B,KLF9,0.5
STAT1,B,KYNU,0.5
STAT1,B,MCF2L,0.5
STAT1,B,MBP,0.5
STAT1,B,MBNL1,0.5
STAT1,B,MARK3,0.5
STAT1,B,MARCHF1,0.5
STAT1,B,MAPKAPK3,0.5
STAT1,B,MAP3K8,0.5
STAT1,B,MAP3K5,0.5
TFAP2A,B,LAMB1,0.5
STAT1,B,MAML3,0.5
STAT1,B,MAD1L1,0.5
STAT1,B,MACF1,0.5
STAT1,B,LYN,0.5
STAT1,B,LRRFIP1,0.5
STAT1,B,LRCH1,0.5
STAT1,B,LPP,0.5
STAT1,B,LMO2,0.5
STAT1,B,LAMA3,0.5
STAT1,B,LAPTM4B,0.5
STAT1,B,LAPTM5,0.5
STAT1,B,LCP2,0.5
STAT1,B,LDLR,0.5
STAT1,B,LGALS3,0.5
STAT1,B,KLHL6,0.5
STAT1,B,LHFPL2,0.5
STAT1,B,LIMS1,0.5
STAT1,B,LINC00299,0.5
STAT1,B,LIPA,0.5
TFAP2A,B,MYB,0.5
STAT1,B,LITAF,0.5
STAT1,B,LMNA,0.5
STAT1,B,LIMD1,0.5
STAT1,B,PLCG2,0.5
TFAP2C,B,COL27A1,0.5
TFAP2C,B,COL5A1,0.5
TFAP2C,B,GARNL3,0.5
SRF,B,PRUNE2,0.5
SRF,B,PPP1R12A,0.5
TFAP2C,B,GAS7,0.5
TFAP2C,B,GATAD2A,0.5
SRF,B,MYL9,0.5
SRF,B,MYH9,0.5
SRF,B,LPP,0.5
SRF,B,KLF7,0.5
SRF,B,KCNH2,0.5
TFAP2C,B,GDPD5,0.5
SRF,B,EGR3,0.5
SRF,B,EGR2,0.5
TFAP2C,B,GLI3,0.5
SRF,B,SORBS1,0.5
SRF,B,CALD1,0.5
SRF,B,ACTN1,0.5
SRF,B,ACTG1,0.5
TFAP2C,B,GMDS,0.5
TFAP2C,B,GNA12,0.5
TFAP2C,B,GRAMD4,0.5
SREBF2,B,TRAPPC9,0.5
SREBF2,B,TKT,0.5
TFAP2C,B,GRB10,0.5
TFAP2C,B,GRHL2,0.5
TFAP2C,B,GRIK3,0.5
TFAP2C,B,GRIK4,0.5
TFAP2C,B,GRM4,0.5
TFAP2C,B,GSE1,0.5
SREBF2,B,FDPS,0.5
SRF,B,ASB2,0.5
SRF,B,SVIL,0.5
SRF,B,TPM1,0.5
SRF,B,TPM4,0.5
TFAP2C,B,FBLN2,0.5
TFAP2C,B,FGD5,0.5
TFAP2C,B,FHOD3,0.5
TFAP2C,B,FLNB,0.5
TFAP2C,B,FNDC3B,0.5
TFAP2C,B,FOXK1,0.5
TFAP2C,B,FOXK2,0.5
STAT1,B,ANXA1,0.5
TFAP2C,B,FOXP1,0.5
STAT1,B,ANKRD44,0.5
STAT1,B,AMPD3,0.5
TFAP2C,B,FRMD4A,0.5
TFAP2C,B,FRMD4B,0.5
STAT1,B,ALDH1A2,0.5
STAT1,B,ALCAM,0.5
STAT1,B,AKAP13,0.5
STAT1,B,AK2,0.5
SRF,B,VCL,0.5
SRF,B,WDR1,0.5
SRF,B,WWTR1,0.5
TFAP2C,B,GALNT9,0.5
STAT1,B,AAK1,0.5
TFAP2C,B,GALNT14,0.5
TFAP2C,B,GSN,0.5
STAT1,B,ACSL5,0.5
TFAP2C,B,GALNT10,0.5
STAT1,B,ADCY7,0.5
STAT1,B,AFF1,0.5
TFAP2C,B,GABBR2,0.5
STAT1,B,AHNAK,0.5
TFAP2C,B,FTO,0.5
STAT1,B,ACTB,0.5
TFAP2C,B,FBLN1,0.5
SREBF2,B,FASN,0.5
SREBF2,B,DNM2,0.5
SPI1,B,WNK1,0.5
SPI1,B,WIPF1,0.5
TFAP2C,B,KCNMA1,0.5
SPI1,B,VPS13D,0.5
SPI1,B,VPS13B,0.5
SPI1,B,VNN2,0.5
TFAP2C,B,KCNN3,0.5
SPI1,B,VCL,0.5
SPI1,B,VAV3,0.5
TFAP2C,B,KCNT1,0.5
SPI1,B,UVRAG,0.5
SPI1,B,UTRN,0.5
SPI1,B,UST,0.5
SPI1,B,USP10,0.5
SPI1,B,XYLT1,0.5
SPI1,B,UCP2,0.5
TFAP2C,B,KCTD15,0.5
SPI1,B,TSPAN14,0.5
SPI1,B,TRIO,0.5
SPI1,B,TRAPPC9,0.5
SPI1,B,TRAK1,0.5
SPI1,B,TNS3,0.5
SPI1,B,TNS1,0.5
SPI1,B,TNRC6B,0.5
SPI1,B,TNFAIP8,0.5
TFAP2C,B,KDF1,0.5
SPI1,B,TMEM163,0.5
SPI1,B,TMEM131L,0.5
SPI1,B,TMEM131,0.5
SPI1,B,TLK1,0.5
SPI1,B,UBE2E1,0.5
SPI1,B,ZBTB16,0.5
SPI1,B,ZBTB20,0.5
SPI1,B,ZDHHC14,0.5
TFAP2C,B,GTF2IRD1,0.5
TFAP2C,B,HDAC4,0.5
TFAP2C,B,HIVEP2,0.5
TFAP2C,B,HIVEP3,0.5
TFAP2C,B,HK1,0.5
TFAP2C,B,HK2,0.5
SREBF1,B,MID1IP1,0.5
TFAP2C,B,HMCN2,0.5
TFAP2C,B,HPCAL1,0.5
TFAP2C,B,HS6ST1,0.5
TFAP2C,B,IER5,0.5
TFAP2C,B,IFFO2,0.5
TFAP2C,B,IGF1R,0.5
TFAP2C,B,IL1R1,0.5
TFAP2C,B,INPP5A,0.5
TFAP2C,B,IQSEC1,0.5
TFAP2C,B,ISG20,0.5
SPI1,B,ZEB2,0.5
SPI1,B,ZMIZ1,0.5
TFAP2C,B,KCNB1,0.5
SPI1,B,ZNF365,0.5
TFAP2C,B,KCNAB2,0.5
SPIB,B,KLHL6,0.5
SREBF2,B,DPP9,0.5
TFAP2C,B,KAZN,0.5
TFAP2C,B,KALRN,0.5
TFAP2C,B,ITPR1,0.5
SREBF1,B,ARFIP2,0.5
TFAP2C,B,ITGB6,0.5
SREBF1,B,CIC,0.5
TFAP2C,B,ITGB5,0.5
TFAP2C,B,KATNIP,0.5
TFAP2C,B,FARP1,0.5
STAT1,B,AP3D1,0.5
TFAP2C,B,FAM178B,0.5
TFAP2C,B,CUX1,0.5
TFAP2C,B,CYRIB,0.5
TFAP2C,B,CYTH1,0.5
STAT1,B,CUX1,0.5
STAT1,B,CUEDC1,0.5
TFAP2C,B,DAAM1,0.5
TFAP2C,B,DAB2IP,0.5
TFAP2C,B,DAPK1,0.5
STAT1,B,CRYBG1,0.5
TFAP2C,B,DAPK2,0.5
STAT1,B,CPQ,0.5
STAT1,B,CMTM7,0.5
STAT1,B,CMKLR1,0.5
STAT1,B,CLIP2,0.5
STAT1,B,CXCL11,0.5
TFAP2C,B,DENND1A,0.5
TFAP2C,B,DENND3,0.5
STAT1,B,CHST15,0.5
STAT1,B,CHN2,0.5
STAT1,B,CHD9,0.5
STAT1,B,CFLAR,0.5
STAT1,B,CFB,0.5
STAT1,B,CFAP46,0.5
TFAP2C,B,DIP2C,0.5
STAT1,B,CEMIP2,0.5
TFAP2C,B,DIS3L2,0.5
STAT1,B,CELF1,0.5
TFAP2C,B,DLEU1,0.5
STAT1,B,CDK6,0.5
TFAP2C,B,DLG2,0.5
TFAP2C,B,DENND2B,0.5
STAT1,B,CYBB,0.5
TFAP2C,B,CUEDC1,0.5
STAT1,B,CYRIB,0.5
STAT1,B,EEF2K,0.5
TFAP2C,B,CPNE5,0.5
TFAP2C,B,CREB5,0.5
TFAP2C,B,CREBBP,0.5
TFAP2C,B,CRISPLD2,0.5
TFAP2C,B,CRTC1,0.5
STAT1,B,ECE1,0.5
STAT1,B,DUSP22,0.5
STAT1,B,DUSP10,0.5
TFAP2C,B,CTBP2,0.5
TFAP2C,B,CTIF,0.5
STAT1,B,DTNBP1,0.5
STAT1,B,DTNB,0.5
STAT1,B,DSE,0.5
STAT1,B,DPYSL2,0.5
STAT1,B,DOCK8,0.5
STAT1,B,DOCK4,0.5
STAT1,B,CYTH1,0.5
STAT1,B,CYTH4,0.5
STAT1,B,DAPK1,0.5
TFAP2C,B,CTNND2,0.5
STAT1,B,DENND3,0.5
STAT1,B,DGKG,0.5
STAT1,B,CDK5RAP2,0.5
STAT1,B,DIAPH1,0.5
STAT1,B,DLEU1,0.5
STAT1,B,DMXL2,0.5
STAT1,B,DNAJB12,0.5
STAT1,B,DNM2,0.5
STAT1,B,DNMT1,0.5
STAT1,B,DOCK10,0.5
TFAP2C,B,CTNNA1,0.5
TFAP2C,B,DLGAP4,0.5
STAT1,B,CDK19,0.5
TFAP2C,B,DNM2,0.5
STAT1,B,BCAR3,0.5
TFAP2C,B,EML1,0.5
STAT1,B,BANP,0.5
TFAP2C,B,EPHB1,0.5
STAT1,B,ATXN1,0.5
STAT1,B,ATR,0.5
STAT1,B,ATP8B4,0.5
STAT1,B,ATP6V0A1,0.5
TFAP2C,B,EPHB3,0.5
STAT1,B,ATP11C,0.5
STAT1,B,ASAP1,0.5
STAT1,B,ARSG,0.5
TFAP2C,B,ERGIC1,0.5
TFAP2C,B,ESRRG,0.5
STAT1,B,ARID5B,0.5
STAT1,B,ARID1A,0.5
STAT1,B,ARHGEF3,0.5
TFAP2C,B,FAM174B,0.5
TFAP2C,B,FAM107B,0.5
TFAP2C,B,FAM102A,0.5
TFAP2C,B,EYA2,0.5
TFAP2C,B,EXT1,0.5
STAT1,B,AP3S2,0.5
STAT1,B,BCAT1,0.5
TFAP2C,B,EVL,0.5
TFAP2C,B,ETV6,0.5
STAT1,B,ARHGAP15,0.5
STAT1,B,ARHGAP25,0.5
STAT1,B,ARHGAP26,0.5
STAT1,B,ARHGEF10L,0.5
STAT1,B,ARHGEF2,0.5
STAT1,B,APOL6,0.5
TFAP2C,B,COL4A2,0.5
STAT1,B,BCL11A,0.5
STAT1,B,BCL3,0.5
STAT1,B,CDH23,0.5
TFAP2C,B,DOCK4,0.5
TFAP2C,B,DOK5,0.5
TFAP2C,B,DPF3,0.5
STAT1,B,CDC42SE2,0.5
STAT1,B,CDC42EP3,0.5
TFAP2C,B,DST,0.5
STAT1,B,CD83,0.5
STAT1,B,CD82,0.5
STAT1,B,CD44,0.5
TFAP2C,B,DYSF,0.5
TFAP2C,B,ECE1,0.5
STAT1,B,CD180,0.5
TFAP2C,B,EEF2K,0.5
TFAP2C,B,EEFSEC,0.5
TFAP2C,B,EFHC1,0.5
STAT1,B,CCDC88C,0.5
TFAP2C,B,ELAPOR1,0.5
STAT1,B,BCOR,0.5
STAT1,B,BHLHE40,0.5
STAT1,B,BIN1,0.5
STAT1,B,BLVRA,0.5
TFAP2C,B,EHMT1,0.5
TFAP2C,B,ELL,0.5
TFAP2C,B,EGLN3,0.5
STAT1,B,CACNA1A,0.5
TFAP2C,B,EFNA5,0.5
STAT1,B,CASP7,0.5
STAT1,B,CASP8,0.5
STAT1,B,CAST,0.5
STAT1,B,CCDC12,0.5
STAT1,B,BTBD1,0.5
STAT1,B,PLEC,0.5
STAT1,B,PLEKHA2,0.5
TCF7,B,KIAA1217,0.5
TAL1,B,MYCBP2,0.5
TAL1,B,MYLK,0.5
TAL1,B,MYOF,0.5
TAL1,B,NAV2,0.5
TAL1,B,NCOR2,0.5
TAL1,B,NEDD9,0.5
TAL1,B,NEK6,0.5
STAT3,B,ICAM1,0.5
TAL1,B,NEK7,0.5
TAL1,B,NFIA,0.5
TAL1,B,NFIB,0.5
STAT3,B,GLIS3,0.5
STAT3,B,FCGR1A,0.5
TAL1,B,NLK,0.5
TAL1,B,MTSS1,0.5
TAL1,B,NME7,0.5
TAL1,B,NPAS3,0.5
STAT3,B,DUSP22,0.5
TAL1,B,NRCAM,0.5
TAL1,B,NRG1,0.5
TAL1,B,NRP2,0.5
TAL1,B,NRXN1,0.5
TAL1,B,PACSIN2,0.5
TAL1,B,PAM,0.5
TAL1,B,PARD3B,0.5
TAL1,B,PARVB,0.5
TAL1,B,PDE4B,0.5
TAL1,B,PDE4D,0.5
TAL1,B,PHACTR1,0.5
TAL1,B,PHLPP1,0.5
STAT3,B,EPAS1,0.5
STAT3,B,MTHFD1L,0.5
TAL1,B,MSN,0.5
TAL1,B,MSI2,0.5
STAT4,B,CCND2,0.5
TAL1,B,LDLRAD4,0.5
TAL1,B,LHFPL2,0.5
TAL1,B,LIMCH1,0.5
TAL1,B,LIMD1,0.5
TAL1,B,LIMS1,0.5
TAL1,B,LINC00299,0.5
TAL1,B,LMO2,0.5
TAL1,B,LPP,0.5
STAT3,B,SPIDR,0.5
TAL1,B,LRCH1,0.5
TAL1,B,LRRFIP1,0.5
TAL1,B,LTBP1,0.5
TAL1,B,LYN,0.5
TAL1,B,MACF1,0.5
TAL1,B,MAML3,0.5
TAL1,B,MAP3K5,0.5
STAT3,B,MYH9,0.5
TAL1,B,MRPS27,0.5
TAL1,B,MRPS22,0.5
TAL1,B,MIDEAS,0.5
TAL1,B,MGLL,0.5
TAL1,B,MEF2C,0.5
TAL1,B,PIK3C2B,0.5
TAL1,B,MECOM,0.5
TAL1,B,MCF2L2,0.5
STAT3,B,PTTG1IP,0.5
TAL1,B,MBP,0.5
TAL1,B,MBNL1,0.5
TAL1,B,MBD5,0.5
TAL1,B,MAST4,0.5
TAL1,B,MCTP1,0.5
TAL1,B,KSR1,0.5
TAL1,B,PIK3R1,0.5
TAL1,B,PITPNM2,0.5
TAL1,B,PTK2B,0.5
STAT2,B,EPSTI1,0.5
TAL1,B,PTPRE,0.5
TAL1,B,PTPRM,0.5
STAT2,B,EIF2AK2,0.5
TAL1,B,RAB27B,0.5
STAT2,B,DTX3L,0.5
STAT2,B,DHX58,0.5
STAT2,B,DDX60L,0.5
TAL1,B,RAD51B,0.5
STAT2,B,CMTR1,0.5
TAL1,B,RAP1GAP2,0.5
STAT2,B,ATP13A1,0.5
STAT2,B,ADAR,0.5
TAL1,B,PTK2,0.5
STAT1,B,ZSWIM6,0.5
TAL1,B,RAPGEF2,0.5
TAL1,B,RBMS1,0.5
TAL1,B,RBMS3,0.5
TAL1,B,RERE,0.5
TAL1,B,RGS6,0.5
TAL1,B,RIN3,0.5
TAL1,B,RNF217,0.5
TAL1,B,RNF220,0.5
TAL1,B,RPS6KA2,0.5
TAL1,B,RPTOR,0.5
TAL1,B,RREB1,0.5
TAL1,B,RTN4,0.5
TAL1,B,RTTN,0.5
TAL1,B,RUNX1,0.5
TAL1,B,RAPGEF1,0.5
STAT2,B,FAM111A,0.5
STAT2,B,IFI35,0.5
TAL1,B,PRUNE2,0.5
TAL1,B,PLA2G6,0.5
TAL1,B,PLCB1,0.5
TAL1,B,PLCL2,0.5
TAL1,B,PLEKHA7,0.5
TAL1,B,PREX1,0.5
STAT3,B,AKAP13,0.5
TAL1,B,PRKAG2,0.5
STAT2,B,XAF1,0.5
STAT2,B,USF1,0.5
STAT2,B,TRIM56,0.5
STAT2,B,TRIM21,0.5
STAT2,B,TAP2,0.5
STAT2,B,SP140L,0.5
STAT2,B,SP110,0.5
STAT2,B,SOCS1,0.5
STAT2,B,SAMD9,0.5
STAT2,B,PSMB8,0.5
TAL1,B,PRR5L,0.5
TAL1,B,PRKCH,0.5
STAT2,B,ISG15,0.5
STAT2,B,MOV10,0.5
STAT2,B,MYD88,0.5
STAT2,B,OAS3,0.5
TAL1,B,PIP4K2A,0.5
STAT2,B,OASL,0.5
STAT2,B,PARP14,0.5
TAL1,B,PRKCE,0.5
STAT2,B,PARP9,0.5
TAL1,B,PRKCB,0.5
STAT2,B,PIM1,0.5
TAL1,B,PRKAR2B,0.5
STAT2,B,PARP10,0.5
TAL1,B,KIAA1217,0.5
TAL1,B,KDM4C,0.5
TAL1,B,KDM4B,0.5
TAL1,B,DNAJB12,0.5
TAL1,B,DNAJC6,0.5
TAL1,B,DOCK10,0.5
TAL1,B,DOCK2,0.5
TAL1,B,BHLHE40,0.5
TAL1,B,BCR,0.5
TAL1,B,BCAT1,0.5
TAL1,B,BCAR3,0.5
TAL1,B,BACH2,0.5
TAL1,B,AUTS2,0.5
TAL1,B,ATP6V0A1,0.5
TAL1,B,DST,0.5
TAL1,B,ATP2B4,0.5
TAL1,B,ARSG,0.5
TAL1,B,DMD,0.5
TAL1,B,DUSP10,0.5
TAL1,B,EGLN3,0.5
TAL1,B,ARID1B,0.5
TAL1,B,ARHGEF3,0.5
TAL1,B,ARHGAP6,0.5
TAL1,B,ARHGAP26,0.5
TAL1,B,ARHGAP25,0.5
TAL1,B,ARHGAP22,0.5
TAL1,B,ARHGAP18,0.5
TAL1,B,ARHGAP15,0.5
TAL1,B,APP,0.5
TAL1,B,ANXA4,0.5
TAL1,B,EMCN,0.5
TAL1,B,ANTXR2,0.5
TAL1,B,EPAS1,0.5
TAL1,B,ARID5B,0.5
TAL1,B,CACNA1C,0.5
TAL1,B,DIS3L2,0.5
TAL1,B,DENND3,0.5
TAL1,B,CNIH3,0.5
TAL1,B,COL25A1,0.5
TAL1,B,CLEC16A,0.5
TAL1,B,CORO1C,0.5
TAL1,B,CHN2,0.5
TAL1,B,CHD9,0.5
TAL1,B,CREB3L2,0.5
TAL1,B,CRIM1,0.5
TAL1,B,CEMIP2,0.5
TAL1,B,CDYL,0.5
TAL1,B,CDKAL1,0.5
TAL1,B,CDK6,0.5
TAL1,B,CDK5RAP2,0.5
TAL1,B,CTIF,0.5
TAL1,B,CDC42SE2,0.5
TAL1,B,CTNNBL1,0.5
TAL1,B,CUBN,0.5
TAL1,B,DENND1A,0.5
TAL1,B,CAP1,0.5
TAL1,B,CAPZB,0.5
TAL1,B,DDX60L,0.5
TAL1,B,CARMIL1,0.5
TAL1,B,DAPK1,0.5
TAL1,B,EPS15L1,0.5
TAL1,B,CAST,0.5
TAL1,B,CCDC88C,0.5
TAL1,B,CCDC91,0.5
TAL1,B,CCND3,0.5
TAL1,B,DAAM1,0.5
TAL1,B,CYTH1,0.5
TAL1,B,CUX1,0.5
TAL1,B,CBLB,0.5
TAL1,B,ANO2,0.5
TAL1,B,ANKRD44,0.5
TAL1,B,ANK3,0.5
TAL1,B,GFOD1,0.5
TAL1,B,GMDS,0.5
TAL1,B,GNA12,0.5
STAT5B,B,BCL2,0.5
STAT5A,B,RERE,0.5
TAL1,B,GNAQ,0.5
TAL1,B,GRAMD4,0.5
TAL1,B,GRB10,0.5
TAL1,B,GRM7,0.5
TAL1,B,GSE1,0.5
TAL1,B,GTDC1,0.5
TAL1,B,HBS1L,0.5
TAL1,B,HDAC9,0.5
TAL1,B,HERC1,0.5
TAL1,B,HIVEP2,0.5
STAT5A,B,ETV6,0.5
TAL1,B,HIVEP3,0.5
TAL1,B,KCNMB2,0.5
TAL1,B,KCNMA1,0.5
TAL1,B,KALRN,0.5
TAL1,B,JCAD,0.5
TAL1,B,JARID2,0.5
TAL1,B,ITPR2,0.5
TAL1,B,GALNT6,0.5
TAL1,B,ITPR1,0.5
TAL1,B,IQGAP2,0.5
TAL1,B,INPP4B,0.5
TAL1,B,IL1R1,0.5
STAT5A,B,CD40,0.5
TAL1,B,IER5,0.5
TAL1,B,HPCAL1,0.5
TAL1,B,ITGB5,0.5
TAL1,B,RYR3,0.5
TAL1,B,GALNT2,0.5
TAL1,B,FRMD4B,0.5
TAL1,B,ANGPT1,0.5
TAL1,B,AMPD3,0.5
TAL1,B,AKAP13,0.5
TAL1,B,AHI1,0.5
TAL1,B,AFF1,0.5
TAL1,B,ADGRV1,0.5
TAL1,B,ERC1,0.5
TAL1,B,ADGRG6,0.5
TAL1,B,ADD3,0.5
TAL1,B,ABLIM1,0.5
TAL1,B,ABCC4,0.5
TAL1,B,ABCA4,0.5
TAL1,B,ERGIC1,0.5
TAL1,B,ETV6,0.5
TAL1,B,EVL,0.5
TAL1,B,FAM107B,0.5
TAL1,B,FAM117A,0.5
TAL1,B,FRMD4A,0.5
TAL1,B,FOXP1,0.5
TAL1,B,FOXN3,0.5
TAL1,B,FNIP2,0.5
STAT5B,B,IL4R,0.5
TAL1,B,FLT1,0.5
TAL1,B,FRYL,0.5
TAL1,B,FHL2,0.5
STAT5B,B,SVIL,0.5
TAL1,B,FGD4,0.5
STAT5B,B,WIPF1,0.5
TAL1,B,FCHSD2,0.5
TAL1,B,FBXW11,0.5
TAL1,B,FAM13A,0.5
TAL1,B,FGGY,0.5
TAL1,B,SASH1,0.5
TAL1,B,SBF2,0.5
TAL1,B,SEPTIN9,0.5
STAT1,B,SLC1A3,0.5
STAT1,B,SLC1A2,0.5
STAT1,B,SLC12A8,0.5
STAT1,B,SLA,0.5
STAT1,B,SKI,0.5
TBX21,B,IL12RB2,0.5
TBX21,B,IL21R,0.5
STAT1,B,SIK3,0.5
STAT1,B,SHANK2,0.5
STAT1,B,SH3TC1,0.5
STAT1,B,SH3KBP1,0.5
STAT1,B,SH3BP5,0.5
STAT1,B,SH3BP2,0.5
STAT1,B,SH2B3,0.5
