genesymbol,collection,geneset
FADS2,hallmark,HALLMARK_CHOLESTEROL_HOMEOSTASIS
PCYT2,hallmark,HALLMARK_CHOLESTEROL_HOMEOSTASIS
HMGCR,hallmark,HALLMARK_ANDROGEN_RESPONSE
HMGCR,hallmark,HALLMARK_CHOLESTEROL_HOMEOSTASIS
CHKA,hallmark,HALLMARK_CHOLESTEROL_HOMEOSTASIS
FDFT1,hallmark,HALLMARK_CHOLESTEROL_HOMEOSTASIS
CXCL16,hallmark,HALLMARK_CHOLESTEROL_HOMEOSTASIS
SQLE,hallmark,HALLMARK_CHOLESTEROL_HOMEOSTASIS
CTNNB1,hallmark,HALLMARK_APOPTOSIS
CTNNB1,hallmark,HALLMARK_TGF_BETA_SIGNALING
CTNNB1,hallmark,HALLMARK_CHOLESTEROL_HOMEOSTASIS
LSS,hallmark,HALLMARK_CHOLESTEROL_HOMEOSTASIS
DHCR7,hallmark,HALLMARK_CHOLESTEROL_HOMEOSTASIS
AVPR1A,hallmark,HALLMARK_APOPTOSIS
AVPR1A,hallmark,HALLMARK_CHOLESTEROL_HOMEOSTASIS
SEMA3B,hallmark,HALLMARK_CHOLESTEROL_HOMEOSTASIS
GNAI1,hallmark,HALLMARK_APICAL_JUNCTION
GNAI1,hallmark,HALLMARK_CHOLESTEROL_HOMEOSTASIS
SCD,hallmark,HALLMARK_ANDROGEN_RESPONSE
SCD,hallmark,HALLMARK_CHOLESTEROL_HOMEOSTASIS
NSDHL,hallmark,HALLMARK_FATTY_ACID_METABOLISM
NSDHL,hallmark,HALLMARK_GLYCOLYSIS
NSDHL,hallmark,HALLMARK_CHOLESTEROL_HOMEOSTASIS
FASN,hallmark,HALLMARK_FATTY_ACID_METABOLISM
FASN,hallmark,HALLMARK_CHOLESTEROL_HOMEOSTASIS
PMVK,hallmark,HALLMARK_CHOLESTEROL_HOMEOSTASIS
NIBAN1,hallmark,HALLMARK_CHOLESTEROL_HOMEOSTASIS
ATF5,hallmark,HALLMARK_CHOLESTEROL_HOMEOSTASIS
GLDC,hallmark,HALLMARK_CHOLESTEROL_HOMEOSTASIS
PLSCR1,hallmark,HALLMARK_INTERFERON_ALPHA_RESPONSE
PLSCR1,hallmark,HALLMARK_INTERFERON_GAMMA_RESPONSE
PLSCR1,hallmark,HALLMARK_IL2_STAT5_SIGNALING
PLSCR1,hallmark,HALLMARK_CHOLESTEROL_HOMEOSTASIS
PLSCR1,hallmark,HALLMARK_COMPLEMENT
CYP51A1,hallmark,HALLMARK_CHOLESTEROL_HOMEOSTASIS
TM7SF2,hallmark,HALLMARK_CHOLESTEROL_HOMEOSTASIS
SC5D,hallmark,HALLMARK_APOPTOSIS
SC5D,hallmark,HALLMARK_CHOLESTEROL_HOMEOSTASIS
IDI1,hallmark,HALLMARK_FATTY_ACID_METABOLISM
IDI1,hallmark,HALLMARK_ANDROGEN_RESPONSE
IDI1,hallmark,HALLMARK_BILE_ACID_METABOLISM
IDI1,hallmark,HALLMARK_CHOLESTEROL_HOMEOSTASIS
LGALS3,hallmark,HALLMARK_APOPTOSIS
LGALS3,hallmark,HALLMARK_CHOLESTEROL_HOMEOSTASIS
LGALS3,hallmark,HALLMARK_COMPLEMENT
CD9,hallmark,HALLMARK_IL6_JAK_STAT3_SIGNALING
CD9,hallmark,HALLMARK_COAGULATION
CD9,hallmark,HALLMARK_CHOLESTEROL_HOMEOSTASIS
STX5,hallmark,HALLMARK_CHOLESTEROL_HOMEOSTASIS
ALCAM,hallmark,HALLMARK_IL2_STAT5_SIGNALING
ALCAM,hallmark,HALLMARK_CHOLESTEROL_HOMEOSTASIS
CPEB2,hallmark,HALLMARK_CHOLESTEROL_HOMEOSTASIS
GPX8,hallmark,HALLMARK_CHOLESTEROL_HOMEOSTASIS
CLU,hallmark,HALLMARK_APOPTOSIS
CLU,hallmark,HALLMARK_COAGULATION
CLU,hallmark,HALLMARK_CHOLESTEROL_HOMEOSTASIS
CLU,hallmark,HALLMARK_COMPLEMENT
TP53INP1,hallmark,HALLMARK_CHOLESTEROL_HOMEOSTASIS
ANXA5,hallmark,HALLMARK_CHOLESTEROL_HOMEOSTASIS
ANXA5,hallmark,HALLMARK_COMPLEMENT
EBP,hallmark,HALLMARK_APOPTOSIS
EBP,hallmark,HALLMARK_CHOLESTEROL_HOMEOSTASIS
ACTG1,hallmark,HALLMARK_APICAL_JUNCTION
ACTG1,hallmark,HALLMARK_CHOLESTEROL_HOMEOSTASIS
ETHE1,hallmark,HALLMARK_CHOLESTEROL_HOMEOSTASIS
MAL2,hallmark,HALLMARK_CHOLESTEROL_HOMEOSTASIS
HSD17B7,hallmark,HALLMARK_FATTY_ACID_METABOLISM
HSD17B7,hallmark,HALLMARK_CHOLESTEROL_HOMEOSTASIS
LPL,hallmark,HALLMARK_ANGIOGENESIS
LPL,hallmark,HALLMARK_CHOLESTEROL_HOMEOSTASIS
PPARG,hallmark,HALLMARK_CHOLESTEROL_HOMEOSTASIS
TMEM97,hallmark,HALLMARK_CHOLESTEROL_HOMEOSTASIS
ACSS2,hallmark,HALLMARK_CHOLESTEROL_HOMEOSTASIS
ATXN2,hallmark,HALLMARK_CHOLESTEROL_HOMEOSTASIS
HMGCS1,hallmark,HALLMARK_FATTY_ACID_METABOLISM
HMGCS1,hallmark,HALLMARK_ANDROGEN_RESPONSE
HMGCS1,hallmark,HALLMARK_CHOLESTEROL_HOMEOSTASIS
FDPS,hallmark,HALLMARK_CHOLESTEROL_HOMEOSTASIS
MVK,hallmark,HALLMARK_CHOLESTEROL_HOMEOSTASIS
TNFRSF12A,hallmark,HALLMARK_IL6_JAK_STAT3_SIGNALING
TNFRSF12A,hallmark,HALLMARK_APOPTOSIS
TNFRSF12A,hallmark,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION
TNFRSF12A,hallmark,HALLMARK_CHOLESTEROL_HOMEOSTASIS
GSTM2,hallmark,HALLMARK_CHOLESTEROL_HOMEOSTASIS
MVD,hallmark,HALLMARK_APICAL_JUNCTION
MVD,hallmark,HALLMARK_CHOLESTEROL_HOMEOSTASIS
S100A11,hallmark,HALLMARK_CHOLESTEROL_HOMEOSTASIS
ADH4,hallmark,HALLMARK_CHOLESTEROL_HOMEOSTASIS
ANXA13,hallmark,HALLMARK_CHOLESTEROL_HOMEOSTASIS
LGMN,hallmark,HALLMARK_COAGULATION
LGMN,hallmark,HALLMARK_CHOLESTEROL_HOMEOSTASIS
LGMN,hallmark,HALLMARK_COMPLEMENT
SHROOM2,hallmark,HALLMARK_APICAL_JUNCTION
RHOF,hallmark,HALLMARK_APICAL_JUNCTION
KIF1B,hallmark,HALLMARK_PROTEIN_SECRETION
KIF1B,hallmark,HALLMARK_INFLAMMATORY_RESPONSE
RASA1,hallmark,HALLMARK_APICAL_JUNCTION
MYO1E,hallmark,HALLMARK_IL2_STAT5_SIGNALING
GSN,hallmark,HALLMARK_APOPTOSIS
GSN,hallmark,HALLMARK_COAGULATION
SPTAN1,hallmark,HALLMARK_APOPTOSIS
TSC1,hallmark,HALLMARK_APICAL_JUNCTION
ACTN4,hallmark,HALLMARK_APICAL_JUNCTION
RHOT2,hallmark,HALLMARK_APOPTOSIS
RHOT2,hallmark,HALLMARK_OXIDATIVE_PHOSPHORYLATION
TOP2A,hallmark,HALLMARK_APOPTOSIS
DST,hallmark,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION
DST,hallmark,HALLMARK_PROTEIN_SECRETION
ARFGEF1,hallmark,HALLMARK_PROTEIN_SECRETION
ABI1,hallmark,HALLMARK_INFLAMMATORY_RESPONSE
ABI1,hallmark,HALLMARK_ALLOGRAFT_REJECTION
DLG1,hallmark,HALLMARK_APICAL_JUNCTION
BCL2L11,hallmark,HALLMARK_APOPTOSIS
NOTCH2,hallmark,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION
SAC3D1,hallmark,HALLMARK_DNA_REPAIR
NF1,hallmark,HALLMARK_APICAL_JUNCTION
WASL,hallmark,HALLMARK_APICAL_JUNCTION
NCK1,hallmark,HALLMARK_ALLOGRAFT_REJECTION
TAOK2,hallmark,HALLMARK_APICAL_JUNCTION
CDK1,hallmark,HALLMARK_GLYCOLYSIS
RAPGEF6,hallmark,HALLMARK_INTERFERON_GAMMA_RESPONSE
MYH10,hallmark,HALLMARK_APICAL_JUNCTION
LRPPRC,hallmark,HALLMARK_OXIDATIVE_PHOSPHORYLATION
ROCK1,hallmark,HALLMARK_APOPTOSIS
TIAM1,hallmark,HALLMARK_IL2_STAT5_SIGNALING
APC,hallmark,HALLMARK_TGF_BETA_SIGNALING
FSCN1,hallmark,HALLMARK_APICAL_JUNCTION
AURKA,hallmark,HALLMARK_GLYCOLYSIS
FLNA,hallmark,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION
FLNA,hallmark,HALLMARK_ALLOGRAFT_REJECTION
SPTBN1,hallmark,HALLMARK_TGF_BETA_SIGNALING
DOCK4,hallmark,HALLMARK_COMPLEMENT
NEDD9,hallmark,HALLMARK_APOPTOSIS
EPB41L2,hallmark,HALLMARK_APICAL_JUNCTION
VCL,hallmark,HALLMARK_APICAL_JUNCTION
NOTCH4,hallmark,HALLMARK_COMPLEMENT
JAG2,hallmark,HALLMARK_P53_PATHWAY
JAG2,hallmark,HALLMARK_ANGIOGENESIS
LEF1,hallmark,HALLMARK_APOPTOSIS
NCOR2,hallmark,HALLMARK_TGF_BETA_SIGNALING
PSEN2,hallmark,HALLMARK_APOPTOSIS
CCND2,hallmark,HALLMARK_ANGIOGENESIS
CCND2,hallmark,HALLMARK_P53_PATHWAY
CCND2,hallmark,HALLMARK_ALLOGRAFT_REJECTION
CCND2,hallmark,HALLMARK_APOPTOSIS
CCND2,hallmark,HALLMARK_IL2_STAT5_SIGNALING
FZD8,hallmark,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION
PTCH1,hallmark,HALLMARK_IL2_STAT5_SIGNALING
TP53,hallmark,HALLMARK_DNA_REPAIR
TP53,hallmark,HALLMARK_P53_PATHWAY
NOTCH1,hallmark,HALLMARK_P53_PATHWAY
DKK1,hallmark,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION
ID3,hallmark,HALLMARK_TGF_BETA_SIGNALING
LEFTY2,hallmark,HALLMARK_COAGULATION
LEFTY2,hallmark,HALLMARK_TGF_BETA_SIGNALING
ARID4B,hallmark,HALLMARK_TGF_BETA_SIGNALING
CDH1,hallmark,HALLMARK_TGF_BETA_SIGNALING
CDH1,hallmark,HALLMARK_APICAL_JUNCTION
UBE2D3,hallmark,HALLMARK_TGF_BETA_SIGNALING
ACVR1,hallmark,HALLMARK_TGF_BETA_SIGNALING
HDAC1,hallmark,HALLMARK_TGF_BETA_SIGNALING
FNTA,hallmark,HALLMARK_TGF_BETA_SIGNALING
THBS1,hallmark,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION
THBS1,hallmark,HALLMARK_TGF_BETA_SIGNALING
THBS1,hallmark,HALLMARK_COAGULATION
PPM1A,hallmark,HALLMARK_TGF_BETA_SIGNALING
SKIL,hallmark,HALLMARK_TGF_BETA_SIGNALING
TGFB1,hallmark,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION
TGFB1,hallmark,HALLMARK_TGF_BETA_SIGNALING
TGFB1,hallmark,HALLMARK_P53_PATHWAY
TGFB1,hallmark,HALLMARK_IL6_JAK_STAT3_SIGNALING
TGFB1,hallmark,HALLMARK_ALLOGRAFT_REJECTION
LTBP2,hallmark,HALLMARK_TGF_BETA_SIGNALING
XIAP,hallmark,HALLMARK_APOPTOSIS
XIAP,hallmark,HALLMARK_TGF_BETA_SIGNALING
BMPR1A,hallmark,HALLMARK_TGF_BETA_SIGNALING
ID1,hallmark,HALLMARK_TGF_BETA_SIGNALING
PPP1CA,hallmark,HALLMARK_TGF_BETA_SIGNALING
ENG,hallmark,HALLMARK_TGF_BETA_SIGNALING
SMAD6,hallmark,HALLMARK_TGF_BETA_SIGNALING
CDK9,hallmark,HALLMARK_TGF_BETA_SIGNALING
SMAD7,hallmark,HALLMARK_APOPTOSIS
SMAD7,hallmark,HALLMARK_TGF_BETA_SIGNALING
SLC20A1,hallmark,HALLMARK_APOPTOSIS
SLC20A1,hallmark,HALLMARK_TGF_BETA_SIGNALING
TJP1,hallmark,HALLMARK_TGF_BETA_SIGNALING
TJP1,hallmark,HALLMARK_APICAL_JUNCTION
TRIM33,hallmark,HALLMARK_TGF_BETA_SIGNALING
SKI,hallmark,HALLMARK_TGF_BETA_SIGNALING
RAB31,hallmark,HALLMARK_TGF_BETA_SIGNALING
HIPK2,hallmark,HALLMARK_TGF_BETA_SIGNALING
HIPK2,hallmark,HALLMARK_IL2_STAT5_SIGNALING
SMURF1,hallmark,HALLMARK_TGF_BETA_SIGNALING
SMURF2,hallmark,HALLMARK_TGF_BETA_SIGNALING
BCAR3,hallmark,HALLMARK_TGF_BETA_SIGNALING
BCAR3,hallmark,HALLMARK_BILE_ACID_METABOLISM
RHOA,hallmark,HALLMARK_TGF_BETA_SIGNALING
SMAD1,hallmark,HALLMARK_TGF_BETA_SIGNALING
WWTR1,hallmark,HALLMARK_TGF_BETA_SIGNALING
FURIN,hallmark,HALLMARK_TGF_BETA_SIGNALING
FURIN,hallmark,HALLMARK_IL2_STAT5_SIGNALING
FURIN,hallmark,HALLMARK_COAGULATION
FKBP1A,hallmark,HALLMARK_TGF_BETA_SIGNALING
NOG,hallmark,HALLMARK_TGF_BETA_SIGNALING
TGFBR1,hallmark,HALLMARK_TGF_BETA_SIGNALING
MAP3K7,hallmark,HALLMARK_TGF_BETA_SIGNALING
MAP3K7,hallmark,HALLMARK_ALLOGRAFT_REJECTION
BMPR2,hallmark,HALLMARK_TGF_BETA_SIGNALING
BMPR2,hallmark,HALLMARK_IL2_STAT5_SIGNALING
IL18R1,hallmark,HALLMARK_IL6_JAK_STAT3_SIGNALING
IL18R1,hallmark,HALLMARK_INFLAMMATORY_RESPONSE
IL18R1,hallmark,HALLMARK_IL2_STAT5_SIGNALING
FAS,hallmark,HALLMARK_APOPTOSIS
FAS,hallmark,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION
FAS,hallmark,HALLMARK_P53_PATHWAY
FAS,hallmark,HALLMARK_INTERFERON_GAMMA_RESPONSE
FAS,hallmark,HALLMARK_IL6_JAK_STAT3_SIGNALING
FAS,hallmark,HALLMARK_ALLOGRAFT_REJECTION
CD14,hallmark,HALLMARK_APOPTOSIS
CD14,hallmark,HALLMARK_IL6_JAK_STAT3_SIGNALING
CD14,hallmark,HALLMARK_INFLAMMATORY_RESPONSE
ACVR1B,hallmark,HALLMARK_P53_PATHWAY
ACVR1B,hallmark,HALLMARK_IL6_JAK_STAT3_SIGNALING
ACVR1B,hallmark,HALLMARK_INFLAMMATORY_RESPONSE
A2M,hallmark,HALLMARK_IL6_JAK_STAT3_SIGNALING
A2M,hallmark,HALLMARK_COAGULATION
CCL7,hallmark,HALLMARK_INTERFERON_GAMMA_RESPONSE
CCL7,hallmark,HALLMARK_IL6_JAK_STAT3_SIGNALING
CCL7,hallmark,HALLMARK_INFLAMMATORY_RESPONSE
CCL7,hallmark,HALLMARK_ALLOGRAFT_REJECTION
IL12RB1,hallmark,HALLMARK_IL6_JAK_STAT3_SIGNALING
IL12RB1,hallmark,HALLMARK_ALLOGRAFT_REJECTION
CD38,hallmark,HALLMARK_APOPTOSIS
CD38,hallmark,HALLMARK_INTERFERON_GAMMA_RESPONSE
CD38,hallmark,HALLMARK_IL6_JAK_STAT3_SIGNALING
CSF3R,hallmark,HALLMARK_IL6_JAK_STAT3_SIGNALING
CSF3R,hallmark,HALLMARK_INFLAMMATORY_RESPONSE
CXCL13,hallmark,HALLMARK_IL6_JAK_STAT3_SIGNALING
CXCL13,hallmark,HALLMARK_ALLOGRAFT_REJECTION
TNFRSF1B,hallmark,HALLMARK_IL6_JAK_STAT3_SIGNALING
TNFRSF1B,hallmark,HALLMARK_INFLAMMATORY_RESPONSE
TNFRSF1B,hallmark,HALLMARK_IL2_STAT5_SIGNALING
CSF2RA,hallmark,HALLMARK_IL6_JAK_STAT3_SIGNALING
PIK3R5,hallmark,HALLMARK_IL6_JAK_STAT3_SIGNALING
PIK3R5,hallmark,HALLMARK_INFLAMMATORY_RESPONSE
PIK3R5,hallmark,HALLMARK_COMPLEMENT
IL4R,hallmark,HALLMARK_INTERFERON_ALPHA_RESPONSE
IL4R,hallmark,HALLMARK_INTERFERON_GAMMA_RESPONSE
IL4R,hallmark,HALLMARK_IL6_JAK_STAT3_SIGNALING
IL4R,hallmark,HALLMARK_INFLAMMATORY_RESPONSE
IL4R,hallmark,HALLMARK_IL2_STAT5_SIGNALING
IL4R,hallmark,HALLMARK_ALLOGRAFT_REJECTION
ITGB3,hallmark,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION
ITGB3,hallmark,HALLMARK_IL6_JAK_STAT3_SIGNALING
ITGB3,hallmark,HALLMARK_INFLAMMATORY_RESPONSE
ITGB3,hallmark,HALLMARK_COAGULATION
PF4,hallmark,HALLMARK_ANGIOGENESIS
PF4,hallmark,HALLMARK_IL6_JAK_STAT3_SIGNALING
PF4,hallmark,HALLMARK_COAGULATION
PF4,hallmark,HALLMARK_ALLOGRAFT_REJECTION
IL2RG,hallmark,HALLMARK_IL6_JAK_STAT3_SIGNALING
IL2RG,hallmark,HALLMARK_ALLOGRAFT_REJECTION
BAK1,hallmark,HALLMARK_P53_PATHWAY
BAK1,hallmark,HALLMARK_IL6_JAK_STAT3_SIGNALING
LTBR,hallmark,HALLMARK_IL6_JAK_STAT3_SIGNALING
IL1R2,hallmark,HALLMARK_IL6_JAK_STAT3_SIGNALING
IL1R2,hallmark,HALLMARK_IL2_STAT5_SIGNALING
REG1A,hallmark,HALLMARK_IL6_JAK_STAT3_SIGNALING
INHBE,hallmark,HALLMARK_IL6_JAK_STAT3_SIGNALING
PTPN11,hallmark,HALLMARK_IL6_JAK_STAT3_SIGNALING
IFNAR1,hallmark,HALLMARK_IL6_JAK_STAT3_SIGNALING
IFNAR1,hallmark,HALLMARK_INFLAMMATORY_RESPONSE
LEPR,hallmark,HALLMARK_IL6_JAK_STAT3_SIGNALING
IL3RA,hallmark,HALLMARK_IL6_JAK_STAT3_SIGNALING
IL3RA,hallmark,HALLMARK_IL2_STAT5_SIGNALING
CCR1,hallmark,HALLMARK_IL6_JAK_STAT3_SIGNALING
CCR1,hallmark,HALLMARK_ALLOGRAFT_REJECTION
STAT3,hallmark,HALLMARK_INTERFERON_GAMMA_RESPONSE
STAT3,hallmark,HALLMARK_IL6_JAK_STAT3_SIGNALING
HAX1,hallmark,HALLMARK_IL6_JAK_STAT3_SIGNALING
HAX1,hallmark,HALLMARK_GLYCOLYSIS
CXCL9,hallmark,HALLMARK_INTERFERON_GAMMA_RESPONSE
CXCL9,hallmark,HALLMARK_IL6_JAK_STAT3_SIGNALING
CXCL9,hallmark,HALLMARK_INFLAMMATORY_RESPONSE
CXCL9,hallmark,HALLMARK_ALLOGRAFT_REJECTION
CSF2RB,hallmark,HALLMARK_INTERFERON_GAMMA_RESPONSE
CSF2RB,hallmark,HALLMARK_IL6_JAK_STAT3_SIGNALING
GRB2,hallmark,HALLMARK_IL6_JAK_STAT3_SIGNALING
GRB2,hallmark,HALLMARK_COMPLEMENT
LTB,hallmark,HALLMARK_IL6_JAK_STAT3_SIGNALING
LTB,hallmark,HALLMARK_IL2_STAT5_SIGNALING
LTB,hallmark,HALLMARK_ALLOGRAFT_REJECTION
PLA2G2A,hallmark,HALLMARK_IL6_JAK_STAT3_SIGNALING
CBL,hallmark,HALLMARK_IL6_JAK_STAT3_SIGNALING
IL7,hallmark,HALLMARK_INTERFERON_ALPHA_RESPONSE
IL7,hallmark,HALLMARK_INTERFERON_GAMMA_RESPONSE
IL7,hallmark,HALLMARK_IL6_JAK_STAT3_SIGNALING
IL7,hallmark,HALLMARK_ALLOGRAFT_REJECTION
IL2RA,hallmark,HALLMARK_IL6_JAK_STAT3_SIGNALING
IL2RA,hallmark,HALLMARK_IL2_STAT5_SIGNALING
IL2RA,hallmark,HALLMARK_ALLOGRAFT_REJECTION
PTPN2,hallmark,HALLMARK_INTERFERON_GAMMA_RESPONSE
PTPN2,hallmark,HALLMARK_IL6_JAK_STAT3_SIGNALING
ITGA4,hallmark,HALLMARK_IL6_JAK_STAT3_SIGNALING
IL10RB,hallmark,HALLMARK_IL6_JAK_STAT3_SIGNALING
STAT2,hallmark,HALLMARK_INTERFERON_ALPHA_RESPONSE
STAT2,hallmark,HALLMARK_INTERFERON_GAMMA_RESPONSE
STAT2,hallmark,HALLMARK_IL6_JAK_STAT3_SIGNALING
TNFRSF1A,hallmark,HALLMARK_IL6_JAK_STAT3_SIGNALING
IL9R,hallmark,HALLMARK_IL6_JAK_STAT3_SIGNALING
IRF9,hallmark,HALLMARK_INTERFERON_ALPHA_RESPONSE
IRF9,hallmark,HALLMARK_INTERFERON_GAMMA_RESPONSE
IRF9,hallmark,HALLMARK_IL6_JAK_STAT3_SIGNALING
IL13RA1,hallmark,HALLMARK_IL6_JAK_STAT3_SIGNALING
IL13RA1,hallmark,HALLMARK_GLYCOLYSIS
CRLF2,hallmark,HALLMARK_IL6_JAK_STAT3_SIGNALING
PDGFC,hallmark,HALLMARK_IL6_JAK_STAT3_SIGNALING
IL17RB,hallmark,HALLMARK_IL6_JAK_STAT3_SIGNALING
ACVRL1,hallmark,HALLMARK_IL6_JAK_STAT3_SIGNALING
MYD88,hallmark,HALLMARK_INTERFERON_GAMMA_RESPONSE
MYD88,hallmark,HALLMARK_IL6_JAK_STAT3_SIGNALING
EBI3,hallmark,HALLMARK_IL6_JAK_STAT3_SIGNALING
EBI3,hallmark,HALLMARK_INFLAMMATORY_RESPONSE
TNFRSF21,hallmark,HALLMARK_ANGIOGENESIS
TNFRSF21,hallmark,HALLMARK_IL6_JAK_STAT3_SIGNALING
TNFRSF21,hallmark,HALLMARK_IL2_STAT5_SIGNALING
CNTFR,hallmark,HALLMARK_IL6_JAK_STAT3_SIGNALING
TYK2,hallmark,HALLMARK_IL6_JAK_STAT3_SIGNALING
CD36,hallmark,HALLMARK_FATTY_ACID_METABOLISM
CD36,hallmark,HALLMARK_IL6_JAK_STAT3_SIGNALING
CD36,hallmark,HALLMARK_COMPLEMENT
OSMR,hallmark,HALLMARK_IL6_JAK_STAT3_SIGNALING
OSMR,hallmark,HALLMARK_INFLAMMATORY_RESPONSE
IFNGR1,hallmark,HALLMARK_APOPTOSIS
IFNGR1,hallmark,HALLMARK_IL6_JAK_STAT3_SIGNALING
IFNGR1,hallmark,HALLMARK_IL2_STAT5_SIGNALING
IFNGR1,hallmark,HALLMARK_ALLOGRAFT_REJECTION
IL1R1,hallmark,HALLMARK_IL6_JAK_STAT3_SIGNALING
IL1R1,hallmark,HALLMARK_INFLAMMATORY_RESPONSE
STAT1,hallmark,HALLMARK_INTERFERON_GAMMA_RESPONSE
STAT1,hallmark,HALLMARK_IL6_JAK_STAT3_SIGNALING
STAT1,hallmark,HALLMARK_ALLOGRAFT_REJECTION
STAM2,hallmark,HALLMARK_IL6_JAK_STAT3_SIGNALING
SOCS1,hallmark,HALLMARK_P53_PATHWAY
SOCS1,hallmark,HALLMARK_INTERFERON_GAMMA_RESPONSE
SOCS1,hallmark,HALLMARK_IL6_JAK_STAT3_SIGNALING
SOCS1,hallmark,HALLMARK_IL2_STAT5_SIGNALING
SOCS1,hallmark,HALLMARK_ALLOGRAFT_REJECTION
DNTT,hallmark,HALLMARK_IL6_JAK_STAT3_SIGNALING
PTPN1,hallmark,HALLMARK_INTERFERON_GAMMA_RESPONSE
PTPN1,hallmark,HALLMARK_IL6_JAK_STAT3_SIGNALING
IL17RA,hallmark,HALLMARK_IL6_JAK_STAT3_SIGNALING
PCNA,hallmark,HALLMARK_DNA_REPAIR
PCNA,hallmark,HALLMARK_P53_PATHWAY
POLD3,hallmark,HALLMARK_DNA_REPAIR
ZWINT,hallmark,HALLMARK_DNA_REPAIR
GSDME,hallmark,HALLMARK_DNA_REPAIR
NELFCD,hallmark,HALLMARK_DNA_REPAIR
RFC2,hallmark,HALLMARK_DNA_REPAIR
BOLA2B,hallmark,HALLMARK_DNA_REPAIR
TAF1C,hallmark,HALLMARK_DNA_REPAIR
COX17,hallmark,HALLMARK_OXIDATIVE_PHOSPHORYLATION
COX17,hallmark,HALLMARK_DNA_REPAIR
POLR2A,hallmark,HALLMARK_DNA_REPAIR
SUPT5H,hallmark,HALLMARK_DNA_REPAIR
NME3,hallmark,HALLMARK_DNA_REPAIR
POLR2C,hallmark,HALLMARK_DNA_REPAIR
SURF1,hallmark,HALLMARK_OXIDATIVE_PHOSPHORYLATION
SURF1,hallmark,HALLMARK_DNA_REPAIR
CANT1,hallmark,HALLMARK_DNA_REPAIR
POLR2J,hallmark,HALLMARK_DNA_REPAIR
VPS37B,hallmark,HALLMARK_DNA_REPAIR
REV3L,hallmark,HALLMARK_DNA_REPAIR
NT5C,hallmark,HALLMARK_DNA_REPAIR
SDCBP,hallmark,HALLMARK_DNA_REPAIR
GTF2H5,hallmark,HALLMARK_DNA_REPAIR
DGUOK,hallmark,HALLMARK_DNA_REPAIR
HCLS1,hallmark,HALLMARK_DNA_REPAIR
HCLS1,hallmark,HALLMARK_ALLOGRAFT_REJECTION
CSTF3,hallmark,HALLMARK_DNA_REPAIR
SNAPC4,hallmark,HALLMARK_DNA_REPAIR
POLD4,hallmark,HALLMARK_DNA_REPAIR
PRIM1,hallmark,HALLMARK_DNA_REPAIR
TAF6,hallmark,HALLMARK_DNA_REPAIR
ERCC1,hallmark,HALLMARK_DNA_REPAIR
NME1,hallmark,HALLMARK_DNA_REPAIR
NME1,hallmark,HALLMARK_ALLOGRAFT_REJECTION
DDB2,hallmark,HALLMARK_P53_PATHWAY
DDB2,hallmark,HALLMARK_DNA_REPAIR
RAD52,hallmark,HALLMARK_DNA_REPAIR
SNAPC5,hallmark,HALLMARK_DNA_REPAIR
POLR3GL,hallmark,HALLMARK_DNA_REPAIR
NT5C3A,hallmark,HALLMARK_DNA_REPAIR
TMED2,hallmark,HALLMARK_DNA_REPAIR
TMED2,hallmark,HALLMARK_PROTEIN_SECRETION
MRPL40,hallmark,HALLMARK_DNA_REPAIR
POLD1,hallmark,HALLMARK_DNA_REPAIR
POLR1C,hallmark,HALLMARK_DNA_REPAIR
POLR2F,hallmark,HALLMARK_OXIDATIVE_PHOSPHORYLATION
POLR2F,hallmark,HALLMARK_DNA_REPAIR
SRSF6,hallmark,HALLMARK_DNA_REPAIR
PDE6G,hallmark,HALLMARK_DNA_REPAIR
CLP1,hallmark,HALLMARK_DNA_REPAIR
TAF9,hallmark,HALLMARK_DNA_REPAIR
POLR1D,hallmark,HALLMARK_DNA_REPAIR
POLE4,hallmark,HALLMARK_DNA_REPAIR
POLR2D,hallmark,HALLMARK_DNA_REPAIR
DAD1,hallmark,HALLMARK_DNA_REPAIR
RNMT,hallmark,HALLMARK_DNA_REPAIR
NELFB,hallmark,HALLMARK_DNA_REPAIR
GTF3C5,hallmark,HALLMARK_DNA_REPAIR
NUDT21,hallmark,HALLMARK_DNA_REPAIR
NFX1,hallmark,HALLMARK_DNA_REPAIR
TAF13,hallmark,HALLMARK_DNA_REPAIR
ELOA,hallmark,HALLMARK_DNA_REPAIR
GTF2F1,hallmark,HALLMARK_DNA_REPAIR
GTF2F1,hallmark,HALLMARK_APICAL_JUNCTION
SF3A3,hallmark,HALLMARK_DNA_REPAIR
GPX4,hallmark,HALLMARK_APOPTOSIS
GPX4,hallmark,HALLMARK_OXIDATIVE_PHOSPHORYLATION
GPX4,hallmark,HALLMARK_DNA_REPAIR
