# Downloaded from https://omnipathdb.org/interactions/?fields=sources,references&genesymbols=1&databases=CellChatDB on 2022-09-29
source	target	source_genesymbol	target_genesymbol	is_directed	is_stimulation	is_inhibition	consensus_direction	consensus_stimulation	consensus_inhibition	sources	references
P20366	P21452	TAC1	TACR2	1	1	0	1	1	0	Baccin2019;BioGRID;CellChatDB;CellTalkDB;Cellinker;Fantom5_LRdb;Guide2Pharma;Guide2Pharma_Cellinker;Guide2Pharma_LRdb;Guide2Pharma_talklr;HPMR;HPMR_Cellinker;HPMR_LRdb;HPMR_talklr;HPRD;HPRD_LRdb;HPRD_talklr;LRdb;Lit-BM-17;Ramilowski2015;Ramilowski2015_Baccin2019;SIGNOR;STRING_talklr;Wang;connectomeDB2020;iTALK;scConnect;talklr	Baccin2019:10189055;Baccin2019:11137709;Baccin2019:11786503;Baccin2019:12954451;Baccin2019:7682062;Baccin2019:7961636;Baccin2019:8925404;Baccin2019:9190866;BioGRID:7961636;CellTalkDB:12954451;Cellinker:10189055;Cellinker:11137709;Cellinker:11786503;Cellinker:12954451;Cellinker:7682062;Cellinker:7961636;Cellinker:9190866;Guide2Pharma:11137709;Guide2Pharma:11786503;Guide2Pharma:7682062;Guide2Pharma:9190866;HPMR:12954451;HPMR:7534932;HPRD:10189055;HPRD:7961636;LRdb:10189055;LRdb:11137709;LRdb:11786503;LRdb:12954451;LRdb:7682062;LRdb:7961636;LRdb:9190866;Lit-BM-17:11786503;Lit-BM-17:23597562;Lit-BM-17:7961636;SIGNOR:8925404;connectomeDB2020:10189055;connectomeDB2020:11137709;connectomeDB2020:11786503;connectomeDB2020:12954451;connectomeDB2020:7682062;connectomeDB2020:7961636;connectomeDB2020:9190866;scConnect:11137709;scConnect:11786503;scConnect:7682062;scConnect:9190866
Q9UHF0	P29371	TAC3	TACR3	1	1	0	1	1	0	Baccin2019;CellChatDB;CellTalkDB;Cellinker;EMBRACE;Fantom5_LRdb;Guide2Pharma;Guide2Pharma_Cellinker;Guide2Pharma_LRdb;Guide2Pharma_talklr;HPMR_Cellinker;HPMR_LRdb;HPMR_talklr;HPRD;HPRD_LRdb;HPRD_talklr;KEGG-MEDICUS;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;STRING_talklr;Wang;connectomeDB2020;iTALK;talklr	Baccin2019:10189055;Baccin2019:10866201;Baccin2019:11226387;Baccin2019:1312036;Baccin2019:2176308;Baccin2019:7557266;Baccin2019:8990205;Baccin2019:9190866;CellTalkDB:11226387;Cellinker:10189055;Cellinker:10866201;Cellinker:11226387;Cellinker:1312036;Cellinker:2176308;Cellinker:7557266;Cellinker:8990205;Cellinker:9190866;Guide2Pharma:11226387;Guide2Pharma:1312036;Guide2Pharma:2176308;Guide2Pharma:9190866;HPRD:10189055;HPRD:10866201;HPRD:8990205;LRdb:10189055;LRdb:10866201;LRdb:11226387;LRdb:1312036;LRdb:2176308;LRdb:7557266;LRdb:8990205;LRdb:9190866;connectomeDB2020:10189055;connectomeDB2020:10866201;connectomeDB2020:11226387;connectomeDB2020:1312036;connectomeDB2020:2176308;connectomeDB2020:7557266;connectomeDB2020:8990205;connectomeDB2020:9190866
Q5H8A3	Q9HB89	NMS	NMUR1	1	1	0	1	1	0	Baccin2019;CellChatDB;CellPhoneDB;CellTalkDB;Cellinker;Fantom5_LRdb;Guide2Pharma;Guide2Pharma_CellPhoneDB;Guide2Pharma_Cellinker;Guide2Pharma_LRdb;Guide2Pharma_talklr;HPMR_Cellinker;HPMR_LRdb;HPMR_talklr;HPRD;HPRD_LRdb;HPRD_talklr;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;SIGNOR;Wang;connectomeDB2020;iTALK;scConnect;talklr	CellChatDB:29288685;CellTalkDB:15635449;Cellinker:15635449;Cellinker:29288685;Guide2Pharma:15635449;HPRD:15635449;LRdb:15635449;SIGNOR:15635449;connectomeDB2020:15635449;scConnect:15635449
P48645	Q9HB89	NMU	NMUR1	1	1	0	1	1	0	Baccin2019;CellChatDB;CellPhoneDB;CellTalkDB;Cellinker;Fantom5_LRdb;Guide2Pharma;Guide2Pharma_CellPhoneDB;Guide2Pharma_Cellinker;Guide2Pharma_LRdb;Guide2Pharma_talklr;HPMR;HPMR_Cellinker;HPMR_LRdb;HPMR_talklr;HPRD;HPRD_LRdb;HPRD_talklr;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;STRING_talklr;Wang;connectomeDB2020;iTALK;scConnect;talklr	Baccin2019:10811630;Baccin2019:10894543;Baccin2019:10899166;Baccin2019:15292653;Baccin2019:15331768;CellTalkDB:10894543;Cellinker:10811630;Cellinker:10894543;Cellinker:10899166;Cellinker:15292653;Cellinker:15331768;Guide2Pharma:10894543;Guide2Pharma:10899166;Guide2Pharma:15292653;Guide2Pharma:15331768;HPMR:10894543;HPRD:10811630;LRdb:10811630;LRdb:10894543;LRdb:10899166;LRdb:15292653;LRdb:15331768;connectomeDB2020:10811630;connectomeDB2020:10894543;connectomeDB2020:10899166;connectomeDB2020:15292653;connectomeDB2020:15331768;scConnect:10894543;scConnect:10899166;scConnect:15292653;scConnect:15331768
Q5H8A3	Q9GZQ4	NMS	NMUR2	1	1	0	1	1	0	Baccin2019;CellChatDB;CellPhoneDB;CellTalkDB;Cellinker;Fantom5_LRdb;Guide2Pharma;Guide2Pharma_CellPhoneDB;Guide2Pharma_Cellinker;Guide2Pharma_LRdb;Guide2Pharma_talklr;HPMR_Cellinker;HPMR_LRdb;HPMR_talklr;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;SIGNOR;STRING_talklr;Wang;connectomeDB2020;iTALK;scConnect;talklr	Baccin2019:1563544915635440;CellChatDB:29288685;CellTalkDB:15635449;Cellinker:15635449;Cellinker:29288685;Guide2Pharma:15635449;LRdb:15635449;SIGNOR:15635449;connectomeDB2020:15635449;scConnect:15635449
P48645	Q9GZQ4	NMU	NMUR2	1	1	0	1	1	0	Baccin2019;BioGRID;CellChatDB;CellPhoneDB;CellTalkDB;Cellinker;Fantom5_LRdb;Guide2Pharma;Guide2Pharma_CellPhoneDB;Guide2Pharma_Cellinker;Guide2Pharma_LRdb;Guide2Pharma_talklr;HPMR;HPMR_Cellinker;HPMR_LRdb;HPMR_talklr;HPRD;HPRD_LRdb;HPRD_talklr;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;STRING_talklr;Wang;connectomeDB2020;iTALK;scConnect;talklr	Baccin2019:10887190;Baccin2019:10894543;Baccin2019:10899166;Baccin2019:15292653;Baccin2019:15331768;BioGRID:10887190;CellTalkDB:10894543;Cellinker:10887190;Cellinker:10894543;Cellinker:10899166;Cellinker:15292653;Cellinker:15331768;Guide2Pharma:10894543;Guide2Pharma:10899166;Guide2Pharma:15292653;Guide2Pharma:15331768;HPMR:10894543;HPRD:10887190;HPRD:10894543;HPRD:10899166;LRdb:10887190;LRdb:10894543;LRdb:10899166;LRdb:15292653;LRdb:15331768;connectomeDB2020:10887190;connectomeDB2020:10894543;connectomeDB2020:10899166;connectomeDB2020:15292653;connectomeDB2020:15331768;scConnect:10894543;scConnect:10899166;scConnect:15292653;scConnect:15331768
Q8NG41	P48145	NPB	NPBWR1	1	1	0	1	1	0	Baccin2019;CellChatDB;CellPhoneDB;CellTalkDB;Fantom5_LRdb;Guide2Pharma;Guide2Pharma_CellPhoneDB;Guide2Pharma_LRdb;Guide2Pharma_talklr;HPMR;HPMR_LRdb;HPMR_talklr;HPRD;HPRD_LRdb;HPRD_talklr;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;STRING_talklr;Wang;connectomeDB2020;iTALK;scConnect;talklr	Baccin2019:12118011;Baccin2019:12401809;CellTalkDB:12401809;Guide2Pharma:12118011;Guide2Pharma:12401809;HPMR:12401809;HPRD:12118011;HPRD:12401809;LRdb:12;LRdb:12401809;connectomeDB2020:12118011;connectomeDB2020:12401809;scConnect:12118011;scConnect:12401809
Q8N729	P48145	NPW	NPBWR1	1	1	0	1	1	0	CellChatDB;CellPhoneDB;CellTalkDB;Fantom5_LRdb;Guide2Pharma;Guide2Pharma_CellPhoneDB;Guide2Pharma_LRdb;Guide2Pharma_talklr;HPMR_LRdb;HPMR_talklr;HPRD;HPRD_LRdb;HPRD_talklr;LRdb;Ramilowski2015;STRING_talklr;Wang;connectomeDB2020;iTALK;scConnect;talklr	CellTalkDB:12130646;Guide2Pharma:12130646;HPRD:12130646;HPRD:12401809;LRdb:12130646;LRdb:12401809;connectomeDB2020:12130646;connectomeDB2020:12401809;scConnect:12130646
O15130	Q9GZQ6	NPFF	NPFFR1	1	1	0	1	1	0	CellChatDB;CellTalkDB;Cellinker;Fantom5_LRdb;Guide2Pharma;Guide2Pharma_Cellinker;Guide2Pharma_LRdb;Guide2Pharma_talklr;HPMR_Cellinker;HPMR_LRdb;HPMR_talklr;HPRD;HPRD_LRdb;HPRD_talklr;LRdb;Ramilowski2015;SIGNOR;STRING_talklr;Wang;connectomeDB2020;iTALK;scConnect;talklr	CellTalkDB:11024015;Cellinker:11024015;Cellinker:12242085;Cellinker:12421602;Cellinker:17011599;Guide2Pharma:12242085;Guide2Pharma:12421602;Guide2Pharma:17011599;HPRD:11024015;LRdb:11024015;LRdb:12242085;LRdb:12421602;LRdb:17011599;SIGNOR:11024015;connectomeDB2020:11024015;connectomeDB2020:12242085;connectomeDB2020:12421602;connectomeDB2020:17011599;scConnect:12242085;scConnect:12421602;scConnect:17011599
Q9HCQ7	Q9GZQ6	NPVF	NPFFR1	1	1	0	1	1	0	CellChatDB;CellPhoneDB;CellTalkDB;Cellinker;Fantom5_LRdb;Guide2Pharma;Guide2Pharma_CellPhoneDB;Guide2Pharma_Cellinker;Guide2Pharma_LRdb;Guide2Pharma_talklr;HPMR;HPMR_Cellinker;HPMR_LRdb;HPMR_talklr;LRdb;Ramilowski2015;Wang;connectomeDB2020;iTALK;scConnect;talklr	CellChatDB:29106375;CellTalkDB:11024015;Cellinker:11024015;Cellinker:12242085;Cellinker:12421602;Cellinker:17337079;Cellinker:29106375;Guide2Pharma:12242085;Guide2Pharma:12421602;Guide2Pharma:17337079;HPMR:11024015;LRdb:11024015;LRdb:12242085;LRdb:12421602;LRdb:17337079;connectomeDB2020:11024015;connectomeDB2020:12242085;connectomeDB2020:12421602;connectomeDB2020:17337079;scConnect:12242085;scConnect:12421602;scConnect:17337079
O15130	Q9Y5X5	NPFF	NPFFR2	1	1	0	1	1	0	Baccin2019;CellChatDB;CellTalkDB;Cellinker;Fantom5_LRdb;Guide2Pharma;Guide2Pharma_Cellinker;Guide2Pharma_LRdb;Guide2Pharma_talklr;HPMR;HPMR_Cellinker;HPMR_LRdb;HPMR_talklr;HPRD;HPRD_LRdb;HPRD_talklr;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;SIGNOR;STRING_talklr;Wang;connectomeDB2020;iTALK;scConnect;talklr	Baccin2019:10851242;Baccin2019:11024015;Baccin2019:11325787;Baccin2019:12421602;Baccin2019:12609745;CellTalkDB:11024015;Cellinker:10851242;Cellinker:11024015;Cellinker:11325787;Cellinker:12421602;Cellinker:12609745;Guide2Pharma:11325787;Guide2Pharma:12421602;HPMR:11024015;HPRD:10851242;HPRD:12609745;LRdb:10851242;LRdb:11024015;LRdb:11325787;LRdb:12421602;LRdb:12609745;SIGNOR:11024015;connectomeDB2020:10851242;connectomeDB2020:11024015;connectomeDB2020:11325787;connectomeDB2020:12421602;connectomeDB2020:12609745;scConnect:11325787;scConnect:12421602
P0C0P6	Q6W5P4	NPS	NPSR1	1	1	0	1	1	0	Baccin2019;CellChatDB;CellPhoneDB;CellTalkDB;Cellinker;Fantom5_LRdb;Guide2Pharma;Guide2Pharma_CellPhoneDB;Guide2Pharma_Cellinker;Guide2Pharma_LRdb;Guide2Pharma_talklr;HPMR;HPMR_Cellinker;HPMR_LRdb;HPMR_talklr;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;STRING_talklr;Wang;connectomeDB2020;iTALK;scConnect;talklr	Baccin2019:1531264815312640;CellChatDB:19732772;CellTalkDB:15312648;Cellinker:15312648;Cellinker:19732772;Guide2Pharma:15312648;HPMR:15312648;LRdb:15312648;connectomeDB2020:15312648;scConnect:15312648
P30990	P30989	NTS	NTSR1	1	1	0	1	1	0	Baccin2019;CellChatDB;CellPhoneDB;CellTalkDB;Cellinker;DIP;EMBRACE;Fantom5_LRdb;Guide2Pharma;Guide2Pharma_CellPhoneDB;Guide2Pharma_Cellinker;Guide2Pharma_LRdb;Guide2Pharma_talklr;HPMR;HPMR_Cellinker;HPMR_LRdb;HPMR_talklr;HPRD;HPRD_LRdb;HPRD_talklr;LRdb;Lit-BM-17;Ramilowski2015;Ramilowski2015_Baccin2019;SIGNOR;STRING_talklr;Wang;connectomeDB2020;iTALK;scConnect;talklr	Baccin2019:10930533;Baccin2019:11559354;Baccin2019:11723247;Baccin2019:11811984;Baccin2019:1331689;Baccin2019:16087676;Baccin2019:1694443;CellTalkDB:11811984;Cellinker:10930533;Cellinker:11559354;Cellinker:11723247;Cellinker:11811984;Cellinker:1331689;Cellinker:16087676;Cellinker:1694443;DIP:17620610;Guide2Pharma:10930533;Guide2Pharma:11723247;Guide2Pharma:11811984;HPMR:1694443;HPRD:11559354;HPRD:16087676;LRdb:10930533;LRdb:11559354;LRdb:11723247;LRdb:11811984;LRdb:1331689;LRdb:16087676;LRdb:1694443;Lit-BM-17:11559354;Lit-BM-17:23597562;SIGNOR:1331689;connectomeDB2020:10930533;connectomeDB2020:11559354;connectomeDB2020:11723247;connectomeDB2020:11811984;connectomeDB2020:1331689;connectomeDB2020:16087676;connectomeDB2020:1694443;scConnect:10930533;scConnect:11723247;scConnect:11811984
P30990	O95665	NTS	NTSR2	1	1	1	1	1	0	Baccin2019;CellChatDB;CellTalkDB;Cellinker;EMBRACE;Fantom5_LRdb;Guide2Pharma;Guide2Pharma_Cellinker;Guide2Pharma_LRdb;Guide2Pharma_talklr;HPMR;HPMR_Cellinker;HPMR_LRdb;HPMR_talklr;HPRD;HPRD_LRdb;HPRD_talklr;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;SIGNOR;STRING_talklr;Wang;connectomeDB2020;iTALK;scConnect;talklr	Baccin2019:11723247;Baccin2019:11801734;Baccin2019:16087676;Baccin2019:9851594;CellTalkDB:11723247;Cellinker:11723247;Cellinker:11801734;Cellinker:16087676;Cellinker:9851594;Guide2Pharma:11723247;HPMR:9851594;HPRD:11801734;HPRD:16087676;LRdb:11723247;LRdb:11801734;LRdb:16087676;LRdb:9851594;SIGNOR:9851594;connectomeDB2020:11723247;connectomeDB2020:11801734;connectomeDB2020:16087676;connectomeDB2020:9851594;scConnect:11723247
P01178	P30559	OXT	OXTR	1	1	0	1	1	0	Baccin2019;CellCall;CellChatDB;CellPhoneDB;CellTalkDB;Cellinker;EMBRACE;Fantom5_LRdb;Guide2Pharma;Guide2Pharma_Cellinker;Guide2Pharma_LRdb;Guide2Pharma_talklr;HPMR;HPMR_Cellinker;HPMR_LRdb;HPMR_talklr;HPRD;HPRD_LRdb;HPRD_talklr;I2D_CellPhoneDB;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;SIGNOR;STRING_talklr;Wang;connectomeDB2020;iTALK;scConnect;talklr	Baccin2019:10519430;Baccin2019:10698266;Baccin2019:12660315;Baccin2019:1313946;Baccin2019:16158071;Baccin2019:7475979;Baccin2019:7774575;Baccin2019:8955347;CellTalkDB:10519430;Cellinker:10519430;Cellinker:10698266;Cellinker:12660315;Cellinker:1313946;Cellinker:16158071;Cellinker:7475979;Cellinker:7774575;Cellinker:8955347;Guide2Pharma:10519430;Guide2Pharma:12660315;Guide2Pharma:16158071;Guide2Pharma:7475979;Guide2Pharma:7774575;Guide2Pharma:8955347;HPMR:1313946;HPRD:10698266;LRdb:10519430;LRdb:10698266;LRdb:12660315;LRdb:1313946;LRdb:16158071;LRdb:7475979;LRdb:7774575;LRdb:8955347;SIGNOR:1313946;connectomeDB2020:10519430;connectomeDB2020:10698266;connectomeDB2020:12660315;connectomeDB2020:1313946;connectomeDB2020:16158071;connectomeDB2020:7475979;connectomeDB2020:7774575;connectomeDB2020:8955347;scConnect:10519430;scConnect:12660315;scConnect:16158071;scConnect:7475979;scConnect:7774575;scConnect:8955347
P23510	P43489	TNFSF4	TNFRSF4	1	1	0	1	1	0	Baccin2019;CellChatDB;CellPhoneDB;CellTalkDB;Cellinker;DIP;DLRP_talklr;EMBRACE;Fantom5_LRdb;Guide2Pharma;Guide2Pharma_LRdb;Guide2Pharma_talklr;HPMR;HPMR_LRdb;HPMR_talklr;HPRD;HPRD_LRdb;HPRD_talklr;ICELLNET;InnateDB;Kirouac2010;LRdb;Lit-BM-17;Ramilowski2015;Ramilowski2015_Baccin2019;SIGNOR;STRING_talklr;UniProt_LRdb;Wang;Wojtowicz2020;connectomeDB2020;iTALK;scConnect;talklr	Baccin2019:12134113;CellTalkDB:12134113;Cellinker:12134113;DIP:16905106;DIP:8076595;HPMR:12134113;HPRD:12134113;ICELLNET:11239407;InnateDB:16905106;LRdb:12134113;Lit-BM-17:16905106;Lit-BM-17:8076595;SIGNOR:9488716;connectomeDB2020:12134113
O43612	O43613	HCRT	HCRTR1	1	1	0	1	1	0	Baccin2019;CellChatDB;CellPhoneDB;CellTalkDB;Cellinker;Fantom5_LRdb;Guide2Pharma;Guide2Pharma_CellPhoneDB;Guide2Pharma_Cellinker;Guide2Pharma_LRdb;Guide2Pharma_talklr;HPMR;HPMR_Cellinker;HPMR_LRdb;HPMR_talklr;HPRD;HPRD_LRdb;HPRD_talklr;Kirouac2010;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;SIGNOR;STRING_talklr;Wang;connectomeDB2020;iTALK;scConnect;talklr	Baccin2019:10498827;Baccin2019:11162621;Baccin2019:11250867;Baccin2019:11266181;Baccin2019:11403934;Baccin2019:12208495;Baccin2019:12606634;Baccin2019:12702704;Baccin2019:14691055;Baccin2019:18599270;Baccin2019:21362456;Baccin2019:9491897;CellTalkDB:9491897;Cellinker:10498827;Cellinker:11162621;Cellinker:11250867;Cellinker:11266181;Cellinker:11403934;Cellinker:12208495;Cellinker:12606634;Cellinker:12702704;Cellinker:14691055;Cellinker:18599270;Cellinker:21362456;Cellinker:9491897;Guide2Pharma:10498827;Guide2Pharma:11162621;Guide2Pharma:11266181;Guide2Pharma:12208495;Guide2Pharma:12606634;Guide2Pharma:12702704;Guide2Pharma:14691055;Guide2Pharma:17115071;Guide2Pharma:18488139;Guide2Pharma:20002100;Guide2Pharma:21362456;Guide2Pharma:21718304;Guide2Pharma:22550093;Guide2Pharma:26582739;Guide2Pharma:9491897;HPMR:9491897;HPRD:9491897;LRdb:10498827;LRdb:11162621;LRdb:11250867;LRdb:11266181;LRdb:11403934;LRdb:12208495;LRdb:12606634;LRdb:12702704;LRdb:14691055;LRdb:18599270;LRdb:21362456;LRdb:9491897;SIGNOR:9491897;connectomeDB2020:10498827;connectomeDB2020:11162621;connectomeDB2020:11250867;connectomeDB2020:11266181;connectomeDB2020:11403934;connectomeDB2020:12208495;connectomeDB2020:12606634;connectomeDB2020:12702704;connectomeDB2020:14691055;connectomeDB2020:18599270;connectomeDB2020:21362456;connectomeDB2020:9491897;scConnect:10498827;scConnect:11162621;scConnect:11205421;scConnect:11266181;scConnect:11403934;scConnect:12208495;scConnect:12606634;scConnect:12702704;scConnect:14691055;scConnect:15271651;scConnect:17115071;scConnect:18488139;scConnect:20002100;scConnect:21362456;scConnect:21718304;scConnect:22550093;scConnect:26582739;scConnect:9491897
O43612	O43614	HCRT	HCRTR2	1	1	0	1	1	0	Baccin2019;CellChatDB;CellPhoneDB;CellTalkDB;Cellinker;EMBRACE;Fantom5_LRdb;Guide2Pharma;Guide2Pharma_CellPhoneDB;Guide2Pharma_Cellinker;Guide2Pharma_LRdb;Guide2Pharma_talklr;HPMR;HPMR_Cellinker;HPMR_LRdb;HPMR_talklr;HPRD;HPRD_LRdb;HPRD_talklr;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;SIGNOR;Wang;connectomeDB2020;iTALK;scConnect;talklr	Baccin2019:11162621;Baccin2019:12208495;Baccin2019:12702704;Baccin2019:18599270;Baccin2019:9491897;CellTalkDB:9491897;Cellinker:11162621;Cellinker:12208495;Cellinker:12702704;Cellinker:18599270;Cellinker:9491897;Guide2Pharma:10498827;Guide2Pharma:11162621;Guide2Pharma:12208495;Guide2Pharma:12606634;Guide2Pharma:12702704;Guide2Pharma:18599270;Guide2Pharma:26582739;Guide2Pharma:27237973;Guide2Pharma:9491897;HPMR:9491897;HPRD:9491897;LRdb:11162621;LRdb:12208495;LRdb:12702704;LRdb:18599270;LRdb:9491897;SIGNOR:9491897;connectomeDB2020:11162621;connectomeDB2020:12208495;connectomeDB2020:12702704;connectomeDB2020:18599270;connectomeDB2020:9491897;scConnect:10498827;scConnect:11162621;scConnect:12208495;scConnect:12606634;scConnect:12702704;scConnect:12890892;scConnect:18599270;scConnect:26582739;scConnect:27237973;scConnect:9491897
P18509	P41586	ADCYAP1	ADCYAP1R1	1	1	0	1	1	0	Baccin2019;CellCall;CellChatDB;CellPhoneDB;CellTalkDB;Cellinker;DIP;EMBRACE;Fantom5_LRdb;Guide2Pharma;Guide2Pharma_LRdb;Guide2Pharma_talklr;HPMR;HPMR_Cellinker;HPMR_LRdb;HPMR_talklr;HPRD;HPRD_LRdb;HPRD_talklr;I2D_CellPhoneDB;IMEx_CellPhoneDB;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;Reactome_LRdb;SIGNOR;Wang;connectomeDB2020;iTALK;scConnect;talklr	Baccin2019:10100920;Baccin2019:10583729;Baccin2019:11931347;Baccin2019:16930633;Baccin2019:8253796;Baccin2019:8703026;CellChatDB:21350482;CellTalkDB:10100920;Cellinker:10100920;Cellinker:10583729;Cellinker:11931347;Cellinker:12488235;Cellinker:16930633;Cellinker:21350482;Cellinker:8253796;Cellinker:8703026;DIP:17470806;Guide2Pharma:10583729;Guide2Pharma:11931347;Guide2Pharma:16930633;HPMR:10100920;HPRD:10583729;HPRD:8253796;LRdb:10100920;LRdb:10583729;LRdb:11931347;LRdb:16930633;LRdb:8253796;LRdb:8703026;SIGNOR:8703026;connectomeDB2020:10100920;connectomeDB2020:10583729;connectomeDB2020:11931347;connectomeDB2020:16930633;connectomeDB2020:8253796;connectomeDB2020:8703026;scConnect:10583729;scConnect:11931347;scConnect:16930633
P58294	Q8TCW9	PROK1	PROKR1	1	1	0	1	1	0	Baccin2019;CellChatDB;CellPhoneDB;CellTalkDB;Cellinker;EMBRACE;Fantom5_LRdb;Guide2Pharma;Guide2Pharma_CellPhoneDB;Guide2Pharma_Cellinker;Guide2Pharma_LRdb;Guide2Pharma_talklr;HPMR;HPMR_Cellinker;HPMR_LRdb;HPMR_talklr;KEGG-MEDICUS;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;SIGNOR;STRING_talklr;Wang;connectomeDB2020;iTALK;scConnect;talklr	Baccin2019:11886876;Baccin2019:12054613;Baccin2019:15772293;CellChatDB:24496457;CellTalkDB:11886876;Cellinker:11886876;Cellinker:12054613;Cellinker:15772293;Cellinker:24496457;Guide2Pharma:12054613;Guide2Pharma:15772293;HPMR:11886876;HPMR:12054613;LRdb:11886876;LRdb:12054613;LRdb:15772293;SIGNOR:12054613;connectomeDB2020:11886876;connectomeDB2020:12054613;connectomeDB2020:15772293;scConnect:12054613;scConnect:15772293
Q9HC23	Q8TCW9	PROK2	PROKR1	1	1	0	1	1	0	Baccin2019;CellChatDB;CellPhoneDB;CellTalkDB;Cellinker;EMBRACE;Fantom5_LRdb;Guide2Pharma;Guide2Pharma_CellPhoneDB;Guide2Pharma_Cellinker;Guide2Pharma_LRdb;Guide2Pharma_talklr;KEGG-MEDICUS;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;STRING_talklr;connectomeDB2020;iTALK;scConnect;talklr	Baccin2019:12054613;Baccin2019:15772293;CellChatDB:24496457;CellTalkDB:12054613;Cellinker:12054613;Cellinker:15772293;Cellinker:24496457;Guide2Pharma:12054613;Guide2Pharma:15772293;LRdb:12054613;LRdb:16;connectomeDB2020:12054613;connectomeDB2020:15772293;scConnect:12054613;scConnect:15772293
P58294	Q8NFJ6	PROK1	PROKR2	1	1	0	1	1	0	Baccin2019;CellChatDB;CellPhoneDB;CellTalkDB;Cellinker;EMBRACE;Fantom5_LRdb;Guide2Pharma;Guide2Pharma_CellPhoneDB;Guide2Pharma_Cellinker;Guide2Pharma_LRdb;Guide2Pharma_talklr;HPMR;HPMR_Cellinker;HPMR_LRdb;HPMR_talklr;KEGG-MEDICUS;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;STRING_talklr;Wang;connectomeDB2020;iTALK;scConnect;talklr	Baccin2019:11886876;Baccin2019:12054613;Baccin2019:15772293;CellChatDB:24496457;CellTalkDB:12054613;Cellinker:11886876;Cellinker:12054613;Cellinker:15772293;Cellinker:24496457;Guide2Pharma:12054613;Guide2Pharma:15772293;HPMR:11886876;HPMR:12054613;LRdb:11886876;LRdb:12054613;LRdb:15772293;connectomeDB2020:11886876;connectomeDB2020:12054613;connectomeDB2020:15772293;scConnect:12054613;scConnect:15772293
Q9HC23	Q8NFJ6	PROK2	PROKR2	1	1	0	1	1	0	Baccin2019;CellChatDB;CellPhoneDB;CellTalkDB;Cellinker;EMBRACE;Fantom5_LRdb;Guide2Pharma;Guide2Pharma_CellPhoneDB;Guide2Pharma_Cellinker;Guide2Pharma_LRdb;Guide2Pharma_talklr;HPMR_Cellinker;HPMR_LRdb;HPMR_talklr;KEGG-MEDICUS;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;SIGNOR;STRING_talklr;Wang;connectomeDB2020;iTALK;scConnect;talklr	Baccin2019:12024206;Baccin2019:12054613;Baccin2019:15772293;CellChatDB:24496457;CellTalkDB:15772293;Cellinker:12024206;Cellinker:12054613;Cellinker:15772293;Cellinker:24496457;Guide2Pharma:12054613;Guide2Pharma:15772293;LRdb:12024206;LRdb:12054613;LRdb:15772293;SIGNOR:12024206;connectomeDB2020:12024206;connectomeDB2020:12054613;connectomeDB2020:15772293;scConnect:12054613;scConnect:15772293
Q9NZQ7	Q15116	CD274	PDCD1	1	1	0	1	1	0	CellChatDB;CellPhoneDB;CellPhoneDB_Cellinker;CellTalkDB;Cellinker;DIP;Guide2Pharma;HPRD;ICELLNET;InnateDB;IntAct;LRdb;Lit-BM-17;SIGNOR;Wang;Wojtowicz2020;connectomeDB2020;iTALK;scConnect	CellChatDB:23954143;CellPhoneDB:23954143;Cellinker:23954143;Cellinker:26681673;Cellinker:31757674;DIP:26602187;HPRD:12719480;HPRD:12893276;ICELLNET:23954143;InnateDB:11015443;InnateDB:12893276;InnateDB:18841514;InnateDB:21422170;IntAct:20587542;IntAct:21982860;IntAct:23417675;LRdb:12889478;Lit-BM-17:21982860;SIGNOR:11015443;connectomeDB2020:23954143
